stik KF
A18	B6-36-15
AA	C5-9-4N		110		21d		Mode_1
Z	C5-8-1		109		8b		22
BB	C5-9-1N		112		6a		11
CC	C5-9-13		114		17b		21
EE	C5-9-7		116		47b		36
DD	C5-9-10		115		9b		Mode_5
FF	C5-9-4		120		4b		24
HH	C5-9-1		121		2a		27
KK	C5-10-1N	126		6b		11
JJ	C5-10-4N	122		21c		Mode_1
LL	C5-10-13	127		27b		21
MM	C5-10-10	128		1b		Mode_5
NN	C5-10-7		132		3b		25
end
stik H19
lbl	Skuffe		Loddetårn_nr	betingelse	i_operation_nr
A	C5-10-4		133		18b		24
C	C5-11-4N	138		22a		Mode_1
B	C5-10-1		134		19b		16
D	C5-11-1N	139		48a		11
E	C5-11-13	140		27c		21
H	C5-11-7		145		8b		16
F	C5-11-10	144		_		Mode_5
J	C5-11-4		146		1b		24
K	C5-11-1		150		49a		16
M	C5-12-1N	152		12b		11
L	C5-12-4N	151		22c		Mode_1
N	C5-12-13	156		17a		26
P	C5-12-10	157		24b		2
S	C5-12-4		162		2a		10
R	C5-12-7		158		57a_(b-fors)	13
T	C5-12-1		163		3b		16
U	C5-13-4N	164		22d		Mode_1
W	C5-13-13	166		17b		26
V	C5-13-1N	165		(b-fors)	11
X	C5-13-10	168		betingelse(+)	2
Y	C5-13-7		169		16b		13
AA	C5-13-1		172		2a		8
Z	C5-13-4		170		18b		10
BB	C5-14-4N	173		2a		Mode_1
CC	C5-14-1N	174		_		11
EE	C5-14-10	177		1b		2
DD	C5-14-13	176		3b		Mode_3
FF	C5-14-7		178		4b		13
HH	C5-14-4		180		3b		15
KK	C5-15-4N	182		23a		Mode_1
JJ	C5-14-1		181		33b		8
LL	C5-15-1N	184		_		11
MM	C5-15-13	185		12b		Mode_3
NN	C5-15-10	186		(b-fors)	2
end
stik H20
lbl	Skuffe		Loddetårn_nr	betingelse	i_operation_nr
A	C5-15-7		188		14a		13
C	C5-15-1		190		16b		8
B	C5-15-4		189		49a		15
D	C5-16-4N	192		22e		Mode_1
E	C5-16-1N	193		1b_(c-fors)	18
H	C5-16-10	196		15b		2
F	C5-16-13	194		13b		Mode_3
J	C5-16-7		198		3b		13
K	C5-16-4		199		4b		15
M	C5-17-4N	203		1b		12
L	C5-16-1		200		16b		6
N	C5-17-1N	204		5b		18
P	C5-17-13	205		49a		Mode_3
S	C5-17-7		209		1b		13
R	C5-17-10	208		14a		2
T	C5-17-4		210		19b		15
U	C5-17-1		213		2a		6
W	C5-18-1N	215		47b		18
V	C5-18-4N	214	 	_		12
X	C5-18-13	218		15b		Mode_3
Y	C5-18-10	219		54b		2
AA	C5-18-4		223		40a		15
Z	C5-18-7		220		37a		13
BB	C5-18-1		224		8b		6
CC	C5-19-4N	225		48a		12
EE	C5-19-13	229		2a		Mode_3
DD	C5-19-1N	228		16b		18
FF	C5-19-10	230		(c-fors)	2
HH	C5-19-7		233		12b		13
KK	C5-19-1		235		_		-
JJ	C5-19-4		234		8b		15
LL	C5-20-4N	238		_		12
MM	C5-20-1N	239		1b_(b-fors)	18
NN	C5-20-13	240		(b-fors)	Mode_3
end
stik H21
lbl	Skuffe		Loddetårn_nr	betingelse	i_operation_nr
A	C5-20-10	241		4b		2
C	C5-20-4		244		56a_(b-fors)	13
B	C5-20-7		242		b=1_(b-fors)	13
D	C5-20-1		245		9b		55
S	C4-2-10		260		op59		_
end
stik H22
lbl	Skuffe		betingelse_nr	bet_navn	repræsentation
A	B3-27-4		104		OR41		L
C	C2-22-5		101		(TD)=0		H
B	B3-27-5		102		OR32		H
D	C2-22-3		109		M(B1)		L
E	C2-22-2		119		OR25		L
H	C2-22-4		103		(AC)=0		H
F	B3-27-3		108		MD39		L
J	B6-36-15N	130		OR27		H
K	B6-36-14N	131		OR26		L
M	B6-36-12	147		OR40		L
L	B6-36-11N	148		OR23		L
N	B6-37-15	150		MQ39		H
P	B6-38-4		126		OR28,29=1,0	L
S	B6-38-5		127		OR28,29=0,1	L
R	B6-38-3		128		OR28,29=1,1	L
T	B6-39-6		134		OR30,31=0,0	L
U	B6-39-5		135		OR30,31=0,1	L
W	C6-3-13		112		h		L
V	A4-3-4		120		MD0		L
X	A2-4-12		118		H00		L
Y	C2-20-14	122		B		L
AA	C2-20-13	123		B		H
Z	C2-20-15	124		q		L
BB	C2-20-15N	125		q		H
CC	C2-20-11N	136		I*K		L
EE	C2-20-10N	137		I*K		H
DD	C3-25-1		111		TI		H
FF	A2-2-9N		115		MQ9+MQ10	L
HH	A2-2-8N		116		MQ9+MQ11	L
KK	A2-3-8N		121		H0+H1		L
JJ	A2-3-10N	142		H00+MD0		H
LL	A2-3-9N		143		H0+H10		L
MM	A2-2-10N	149		H00+H0		H
end
stik KB1
lbl	Skuffe		trykknap_nr	DM160_nr	1_el_0_stilling
A	A6-6-1N		-		0		_
C	A6-6-8N		0		-		0
D	A6-6-15		0		-		1
E	A6-7-1N		-		1		_
H	A6-7-8N		1		-		0
J	A6-7-15		1		-		1
K	A6-8-1N		-		2		_
M	A6-8-8N		2		-		0
L	B1-27-4		registervalg	_		_
N	A6-8-15		2		-		1
P	A6-9-1N		-		3		_
S	A6-9-8N		3		-		0
R	A6-15-15	9		-		1
T	A6-9-15		3		-		1
U	A6-10-1N	-		4		_
W	A6-10-8N	4		-		0
V	A6-14-15	8		-		1
X	A6-10-15	4		-		1
Y	A6-11-1N	-		5		_
AA	A6-11-8N	5		-		0
Z	A6-15-1N	-		9		_
BB	A6-11-15	5		-		1
CC	A6-12-1N	-		6		_
EE	A6-12-8N	6		-		0
DD	A6-14-1N	-		8		_
FF	A6-12-15	6		-		1
HH	A6-13-1N	-		7		_
KK	A6-13-8N	7		-		0
JJ	A6-15-8N	9		-		0
LL	A6-13-15	7		-		1
MM	B1-30-5N	Normal_stop	_		_
NN	A6-14-8N	8		-		0
end
stik KB2
lbl	Skuffe		Trykknap_nr.	DM160_nr.	1_el_0_stilling
A	A6-16-1N	_		10		_
C	A6-16-8N	10		_		0
B	B1-29-5		Reset		_		_
D	A6-16-15	10		_		1
E	A6-17-1N	_		11		_
H	A6-17-8N	11		_		0
F	B1-26-4N	Mikrotrin_start	_		_
J	A6-17-15	11		_		1
K	A6-18-1N	_		12		_
M	A6-18-8N	12		_		0
L	B1-26-6N	Normal_start	_		_
N	A6-18-15	12		_		1
P	A6-19-1N	_		13		_
S	A6-19-8N	13		_		0
R	A6-25-15	19		_		1
T	A6-19-15	13		_		1
U	A6-20-1N	_		14		_
W	A6-20-8N	14		_		0
V	A6-24-15	18		_		1
X	A6-20-15	14		_		1
Y	A6-21-1N	_		15		_
AA	A6-21-8N	15		_		0
Z	A6-25-1N	_		19		_
BB	A6-21-15	15		_		1
CC	A6-22-1N	_		16		_
EE	A6-22-8N	16		_		0
DD	A6-24-1N	_		18		_
FF	A6-22-15	16		_		1
HH	A6-23-1N	_		17		_
KK	A6-23-8N	17		_		0
JJ	A6-25-8N	19		_		0
LL	A6-23-15	17		_		1
NN	A6-24-8N	18		_		0
end
stik KB3
lbl	Skuffe		Trykknap_nr.	DM160_nr.	1_el_0_stilling
A	B5-29-1N	_		20		_
C	B5-29-8N	20		_		0
B	B5-49-15	40		_		1
D	B5-29-15	20		_		1
E	B5-30-1N	_		21		_
H	B5-30-8N	21		_		0
F	B5-49-1N	_		40		_
J	B5-30-15	21		_		1
K	B5-31-1N	_		22		_
M	B5-31-8N	22		_		0
L	B5-49-8N	40		_		0
N	B5-31-15	22		_		1
P	B5-32-1N	_		23		_
S	B5-32-8N	23		_		0
R	B5-38-15	29		_		1
T	B5-32-15	23		_		1
U	B5-33-1N	_		24		_
W	B5-33-8N	24		_		0
V	B5-37-15	28		_		1
X	B5-33-15	24		_		1
Y	B5-34-1N	_		25		_
AA	B5-34-8N	25		_		0
Z	B5-38-1N	_		29		_
BB	B5-34-15	25		_		1
CC	B5-35-1N	_		26		_
EE	B5-35-8N	26		_		0
DD	B5-37-1N	_		28		_
FF	B5-35-15	26		_		1
HH	B5-36-1N	_		27		_
KK	B5-36-8N	27		_		0
JJ	B5-38-8N	29		_		0
LL	B5-36-15	27		_		1
MM	A4-4-3		Forstærker	_		_
NN	B5-37-8N	28		_		0
end
stik KB4
lbl	Skuffe		Trykknap_nr.	DM160_nr.	1_el_0_stilling
A	B5-39-1N	_		30		_
C	B5-39-8N	30		_		0
B	B5-50-15	41		_		1
D	B5-39-15	30		_		1
E	B5-40-1N	_		31		_
H	B5-40-8N	31		_		0
F	B5-50-1N	_		41		_
J	B5-40-15	31		_		1
K	B5-41-1N	_		31		_
M	B5-41-8N	32		_		0
L	B5-50-8N	41		_		0
N	B5-41-15	32		_		1
P	B5-42-1N	_		33		_
S	B5-42-8N	33		_		0
R	B5-48-15	39		_		1
T	B5-42-15	33		_		1
U	B5-43-1N	_		34		_
W	B5-43-8N	34		_		0
V	B5-47-15	38		_		1
X	B5-43-15	34		_		1
Y	B5-44-1N	_		35		_
AA	B5-44-8N	35		_		0
Z	B5-48-1N	_		39		_
BB	B5-44-15	35		_		1
CC	B5-45-1N	_		36		_
EE	B5-45-8N	36		_		0
DD	B5-47-1N	_		38		_
FF	B5-45-15	36		_		1
HH	B5-46-1N	_		37		_
KK	B5-46-8N	37		_		0
JJ	B5-48-8N	39		_		0
LL	B5-46-15	37		_		1
NN	B5-47-8N	38		_		0
end
stik KB5
lbl	Skuffe		Trykknap_nr.	DM160_nr.	1_el_0-stilling
E	C2-21-10N	KA*		KA*		1
H	C2-21-12N	KB*		KB*		1
F	C2-21-11N	KA		_		0
J	C2-21-13N	KB		_		0
K	A2-5-15		_		TO		_
M	A1-24-10	_		L		_
L	C6-23-5N	_		TR		_
N	B1-29-13	_		Klar		_
S	A5-5-10N	T		_		0
W	A5-5-8N		T		_		1
AA	A2-5-8		_		O		_
BB	A5-5-15N	_		T		_
CC	C1-6-6N		_		OA		_
EE	C1-8-6N		_		TA		_
DD	C1-7-6N		_		OB		_
FF	C1-9-6N		_		TB		_
HH	C1-10-6N	_		PA		_
KK	C1-12-6N	_		QA		_
JJ	C1-11-6N	_		PB		_
LL	C1-13-6N	_		QB		_
MM	C1-14-6N	_		RA		_
NN	C1-15-6N	_		RB		_
# * Forbindes til både trykknap og DM 160
end
stik KB6
lbl	Skuffe		DM160/relækont	Registervalg	Teknisk_benævn.
A	C1-1-1		r1/R5-8		r1		OT
C	C1-1-5		R/R5-11		R		AC
B	C1-1-3		F/R3-13		F*		OR*
D	C1-1-7		M/R3-11		M		MQ
E	C1-1-8N		O/R5-14		O		MD
H	C1-1-12N	in/R5-16	in		IN
F	C1-1-10N	H/R3-5		H		H
J	C1-1-14N	r2/R5-13	r2		AD1
K	C1-2-1		s2/R3-14	s2		AD2
M	C1-2-5		L/R5-5		L		LI
L	C1-2-3		s1/R3-7		s1		SR
N	C1-2-7		ra/R3-8		ta		TAD
P	C1-2-8N		tk/R5-7		tk		TK
S	C1-2-12N	bs/R5-10	bs		BS
R	C1-2-10N	bl/R3-16	bl		BL
T	C1-2-14N	by/R3-10	by		BY
U	C1-2-9		0_til_all	_		0_til_alle_bits
W	C6-1-6N		Mode_1/		_		Mode_1
V	C6-1-13		Mode_2/		_		Mode_2
X	C6-2-6N		Mode_3/		_		Mode_3
Y	C6-2-13		Mode_4/		_		Mode_4
AA	C6-3-2		h/		_		h
Z	C2-4-8		YE/		_		YE
# *TD = OR10-19
end
stik KB7
lbl	Ført_til	og_til		Funktion
1	+16.0V		_		_
2	+13.5V		_		_
3	M-13_(SF)	_		Startnøgle
4	M-1_(SF)	_		Startnøgle
5	+1.5V		_		_
6	STEL		_		_
7	+1.5V		_		_
8	+10.5V		_		_
9	R9-1_(SF)			DM160: Fejl_i_SF
10	A6-24-14	B5-50-14	Trykknap:_1_til_alle_bits
11	K-3_(SF)	_		220V_(fase)
12	K-1_(SF)	_		220V_(nul)
end
stik KB8	Stil til RC2000
lbl	Skuffe		Stik_på_RC2000	Impulsbetegnelse
B	B1-26-12	C7		1_hul_fremføring
D	C2-17-3N	B8		RL7_(EL)
J	C2-17-4N	B7		RL6_(X)
M	C2-17-2		B9		J_(klar)
N	C2-17-5N	B6		RL5_(0)
S	C2-3-7N		A9		Z_(start)
T	C2-17-6N	B5		RL4_(ch)
X	C2-17-3		B4		RL3_(8)
AA	STEL		_		_
BB	C2-17-4		B3		RL3_(4)
FF	C2-17-5		B2		RL1_(2)
LL	C2-17-6		B1		RL0_(1)
# A1-A8 Forbindes ikke
# A0, B0, C0 samt C1-C6 er STEL
end
stik KB9
lbl	Skuffe		Ført_til	Ledningsfarver	Funktion
A	C2-4-14N	D1-4-13		blå-grå-rød	Z_skrivemask.
#C					blå-rød-gul
B	C2-7-11N	D1-19-12N	grøn-hvid	j_tastatur
D	C2-8-11		D1-4-11N	blå-rød-brun	jS_ud
E	C2-5-10N	D1-8-5		blå-grøn-brun	2_ud
H	C2-5-15		D1-8-6		blå-grå		1_ud
F	C3-9-10N	D1-19-11n	gul-hvid	EL_ind
J	C2-5-11N	D1-8-4		grøn-gul	4_ud
K	C2-5-13N	D1-8-2		grøn		0_ud
M	C2-5-12N	D1-8-3		blå-hvid-rød	8_ud
L	C3-10-10N	D1-19-10	grøn-brun	X_ind
N	C2-5-14N	D1-8-1		gul-brun	X_ud
P	C2-5-15N	D1-8-6N		gul		EL_ud
#S					blå-brun
R	C3-11-10N	D1-19-11	grå-grøn	0_ind
W	C2-5-14		D1-2-6N		grå-rød		tastatur_lampe
V	C3-12-10N	D1-19-12	brun-hvid	8_ind
#AA					rød-brun
Z	C3-13-10N	D1-19-13	grå-gul		4_ind
#BB					blå
#CC					grøn-blå
#EE					rød-grøn
DD	C3-14-10N	D1-19-14	brun		_
FF	STEL		STEL		blå-hvid	_
HH	C2-6-10N	D1-3-7N		blå-gul		Reset
#KK					gul-rød
JJ	C3-15-10N	D1-19-15	grå		1_ind
LL	STEL		STEL		grå-hvid	_
#MM					blå-rød
#NN					grå-brun
end
stik KB10
...
end
stik KB11
...
end
stik KB12	KB12 fra GIER til KB13 i D skuffe
lbl	Fra_KB12_til_KB13	til_KB13	Funktion
A	STEL			_		_
C	B1-29-5			_		reset
B	STEL			_		_
D	+10.5V			_		_
E	STEL			_		_
H	C2-21-5N		_		KA=1*
F	C2-21-6N		_		KA=0
J	STEL			_		_
K	-13.5V			_		_
M	STEL			_		_
L	B1-26-14		_		HP
N	_			D1-23-4N	_
P	STEL			_		_
S	A1-1-1N			_		1V~
R	STEL			_		_
T	A1-1-3N			_		1V~
U	STEL			_		_
W	C2-21-3N		_		KB=1*
V	C2-21-4N		_		KB=0
X	_			D1-4-10		_Zs
Y	_			D1-4-8		_Zp
AA	B1-28-14		_		i-løkke
Z	A1-1-2N			_		+50V
BB	STEL			_		_
CC	A2-5-15			_		T0
EE	C2-6-11N		_		HP-spærret
DD	C2-9-15N		_		_BY3
FF	C6-23-5N		_		Tromle_Fejl
HH	A1-24-10		_		str.læs.par.fejl
KK	B1-29-13		_		klar
JJ	C2-10-15N		_		_BY4
LL	C2-11-15N		_		_BY5
MM	C2-4-8			_		YE
NN	C2-12-15N		_		_BY6
end
stik KB13
...
end
stik KB14	D-skuffe -- Anelex
lbl	Skuffe		Funktion
A	D1-23-10	1_kanal_1
C	D1-23-11	2_kanal_2
B	D1-23-12	4_kanal_3
D	D1-23-13	8_kanal_4
E	D1-23-14	0_kanal_6
H	D1-23-15	X_kanal_7
F	D1-23-10N	EL_kanal_8
J	STEL		_
K	D1-4-9N		_Zo_printer
M	STEL		_
L	D1-23-11N	Za
N	STEL		_
P	STEL		_
S	STEL		_
R	STEL		_
T	STEL		_
U	STEL		_
W	STEL		_
V	STEL		_
X	STEL		_
Y	STEL		_
AA	STEL		_
Z	STEL		_
BB	STEL		_
CC	STEL		_
EE	STEL		_
DD	STEL		_
FF	STEL		_
HH	STEL		_
KK	STEL		_
JJ	STEL		_
LL	STEL		_
MM	STEL		_
NN	STEL		_
end
stik s2
...
end
stik s3
...
end
stik s4
...
end
stik s5
...
end

tværtråd	A1
1	22-19		13-2
2	22-19		13-2
3	22-19		13-2
8	22-19		13-2
9	22-19		13-2
12	22-19	17-14	13-2
15		17-14
1N	22-19	17-14	13-2
2N	22-19	17-14	13-2
5N	            	13-2
7N	22-20		13-3
8N	22-19		13-2
11N	22-19		13-10	9-6	5-2
12N	22-19		13-2
13N	22-19		13-2
14N	22-19		13-2
15N	22-19		13-2
end

kort	A1-1	DM160	Lampeplade
1	A1-23-1	A1-1-1N		# 1V~ glød DM
2	A1-23-2	A1-1-2N		# +50V Anode
3	A1-23-3	A1-1-3N		# 1V~ glød DM
4	A1-7-13			# MA12
5	A1-7-6N			# MA11
6	A1-6-13			# MA10
7	A1-6-6N			# MA9
8	A1-5-13			# MA8
9	A1-5-6N			# MA7
10	A1-4-13			# MA6
11	A1-4-6N			# MA5
12	A1-3-13			# MA4
13	A1-3-6N			# MA3
14	A1-2-13			# MA2
15	A1-2-6N			# MA1
1N	A1-1-1	KB12-S		# 1V~ glød DM
2N	A1-1-2	KB12-Z		# +50 volt anode
3N	A1-1-3	KB12-T		# 1V~ glød DM
4N	A1-13-13		# MA24
5N	A1-13-6N		# MA23
6N	A1-12-13		# MA22
7N	A1-12-6N		# MA21
8N	A1-11-13		# MA20
9N	A1-11-6N		# MA19
10N	A1-10-13		# MA18
11N	A1-10-6N		# MA17
12N	A1-9-13			# MA16
13N	A1-9-6N			# MA15
14N	A1-8-13			# MA14
15N	A1-8-6N			# MA13
end

kort	A1-2	0209	MA flip-flop
1			x
2	A2-5-3		x
3	A2-5-2		x
4	H1-A
6	H1-B
8			x
9			x
12	A1-2-9N		x
13	A1-1-14
14	H2-D
15	H2-B
1N			x
2N			x
3N	H2-A
4N	H2-C
5N			x
6N	A1-1-15
8N			x
9N	A1-3-7N	A1-2-12
10N	B1-30-15N	A2-1-14N
11N	A2-5-4		x
12N			x
13N			x
14N			x
15N			x
end

kort	A1-3	0209	MA flip-flop
1			x
2			x
3			x
4	H1-C
6	H1-D
8			x
9			x
12			x	
13	A1-1-12
14	H2-J
15	H2-F
1N			x
2N			x
3N	H2-E
4N	H2-H
5N			x
6N	A1-1-13
7N	A1-2-9N		x
8N			x
11N			x
12N			x
13N			x
14N			x
15N			x
end

kort	A1-4	0209	MA flip-flop
1			x
2			x
3			x
4	H1-E
6	H1-F
8			x
9			x
12			x
13	A1-1-10
14	H2-N
15	H2-L
1N			x
2N			x
3N 	H2-K
4N 	H2-M
5N			x
6N	A1-1-11
7N			x
8N			x
11N			x
12N			x
13N			x
14N			x
15N			x
end

kort	A1-5	0209	MA flip-flop
1			x
2			x
3			x
4	H1-H
6	H1-J
8			x
9			x
12			x
13	A1-1-8
14	H2-T
15	H2-R
1N			x
2N			x
3N 	H2-P
4N 	H2-S
5N			x
6N	A1-1-9
7N			x
8N	STEL		x
11N	A1-18-2		x
12N			x
13N			x
14N			x
15N			x
end

kort	A1-6	0209	MA flip-flop
1			x
2			x
3			x
4	H1-K
6	H1-L
8			x
9			x
12			x
13	A1-1-6
14	H2-X
15	H2-V
1N			x
2N			x
3N 	H2-U
4N 	H2-W
5N			x
6N	A1-1-7
7N			x
8N			x
11N	A2-5-5		x
12N			x
13N			x
14N			x
15N			x
end

kort	A1-7	0209	MA flip-flop
1			x
2			x
3			x
4	H1-M
6	H1-N
8			x
9			x
12			x
13	A1-1-4
14	H2-BB
15	H2-Z
1N			x
2N			x
3N 	H2-Y
4N 	H2-AA
5N			x
6N	A1-1-5
7N			x
8N			x
11N			x
12N			x
13N			x
14N			x
15N			x
end

kort	A1-8	0209	MA flip-flop
1			x
2			x
3			x
4	H1-P
6	H1-R
8			x
9			x
12			x
13	A1-1-14N
14	H2-FF
15	H2-DD
1N			x
2N			x
3N 	H2-CC
4N 	H2-EE
5N			x
6N	A1-1-15N
7N			x
8N			x
11N			x
12N			x
13N			x
14N			x
15N			x
end

kort	A1-9	0209	MA flip-flop
1			x
2			x
3			x
4	H1-S
6	H1-T
8			x
9			x
12			x
13	A1-1-12N
14	H3-C
15	H3-A
1N			x
2N			x
3N 	H2-HH
4N 	H2-KK
5N			x
6N	A1-1-13N
7N			x
8N			x
11N	A1-18-3		x
12N			x
13N			x
14N			x
15N			x
end

kort	A1-10	0209	MA flip-flop
1			x
2			x
3			x
4	H1-U
6	H1-V
8			x
9			x
12			x
13	A1-1-10N
14	H3-H
15	H3-E
1N			x
2N			x
3N 	H3-B
4N 	H3-D
5N			x
6N	A1-1-11N
7N			x
8N	STEL		x
11N	A2-5-6		x
12N			x
13N			x
14N			x
15N			x
end
kort	A1-11	0209	MA flip-flop
1			x
2			x
3			x
4	H1-W
6	H1-X
8			x
9			x
12			x
13	A1-1-8N
14	H3-M
15	H3-K
1N			x
2N			x
3N 	H3-F
4N 	H3-J
5N			x
6N	A1-1-9N
7N			x
8N			x
11N			x
12N			x
13N			x
14N			x
15N			x
end
kort	A1-12	0209	MA flip-flop
1	A1-13-8		x
2			x
3			x
4	H1-Y
6	H1-Z
8			x
9			x
12			x
13	A1-1-6N
14	H3-S
15	H3-P
1N			x
2N			x
3N 	H3-L
4N 	H3-N
5N			x
6N	A1-1-7N
7N			x
8N			x
11N			x
12N			x
13N			x
14N			x
15N			x
end

kort	A1-13	0209	MA flip-flop
1	-31.5V*		x	# Fra speciel loddeterminal
2	A1-18-11	x
3			x
4	H1-AA
6	H1-BB
8	A1-12-1		x
9	A1-14-12	x
12	A1-19-9N	x
13	A1-1-4N
14	H3-W
15	H3-U
1N	A1-19-1N	x
2N	A1-23-7		x
3N	H3-R
4N	H3-T
5N	+4.5V		x
6N	A1-1-5N
7N			x
8N			x
11N	A1-18-4		x
12N	A1-18-6N	x
13N	A1-16-12	x
14N	A1-18-12	x
15N	A1-14-15	x
end

kort	A1-14	0206	Valg af adresse-register
2	B1-43-14N
3	B1-43-15N
4	B1-31-15N
5	B1-31-10N
6	B1-31-12N
12	A1-13-9		x
15	A1-13-15N	x
1N			x
2N			x
4N	A2-11-12N
5N	A2-11-14N
6N	A2-12-12N
7N	A2-12-14N
8N	A2-13-12N
9N	A2-13-14N
10N	A2-14-12N
11N	A2-14-14N
12N	A2-15-12N
13N	A2-15-14N
end

kort	A1-15	0206	Valg af adresse-register
2	B1-43-10N
3	B1-43-12N
4	B1-32-15N
5	B1-32-10N
6	B1-32-12N
12			x
15			x
1N			x
2N			x
4N	A2-6-12N
5N	A2-6-14N
6N	A2-7-12N
7N	A2-7-14N
8N	A2-8-12N
9N	A2-8-14N
10N	A2-9-12N
11N	A2-9-14N
12N	A2-10-12N
13N	A2-10-14N
end


kort	A1-16	0206	Valg af adresse-register
2	B1-43-8N
3	B1-43-13N
4	B1-31-13N
5	B1-31-9N
6	B1-31-11N
12	A1-13-13N	x
15			x
1N			x
2N			x
4N	A2-11-13N
5N	A2-11-15N
6N	A2-12-13N
7N	A2-12-15N
8N	A2-13-13N
9N	A2-13-15N
10N	A2-14-13N
11N	A2-14-15N
12N	A2-15-13N
13N	A2-15-15N
end

kort	A1-17	0206	Valg af adresse-register
2	B1-43-9N
3	B1-43-11N
4	B1-32-13N
5	B1-32-9N
6	B1-32-11N
12	A1-18-14	x
15	A1-18-1		x
1N	C3-25-10	x
2N	C3-25-7		x
4N	A2-6-13N
5N	A2-6-15N
6N	A2-7-13N
7N	A2-7-15N
8N	A2-8-13N
9N	A2-8-15N
10N	A2-9-13N
11N	A2-9-15N
12N	A2-10-13N
13N	A2-10-15N
end

kort	A1-18	0214-3	Klokpulsforstærkere
1	A1-19-15N	A1-17-15
2	A1-5-11N			# KPoA
3	A1-9-11N
4	A1-13-11N	B1-29-3
5	A1-19-11N			# KPoB
6	B1-29-12	H1-DD		# O til alle
7	H1-CC				# Display
8	A1-19-2				# KPB
10	STEL
11	A1-13-2				# KPA
12	A1-19-14N	A1-13-14N
14	A1-18-7N	A1-17-12
15	A1-19-2N
4N	STEL
6N	A1-19-12N	A1-13-12N
7N	A1-19-13N	A1-18-14
8N	A1-18-13N
9N	A1-18-12N
10N	A1-18-11N
11N	A1-18-10N	B1-27-8N
12N	A1-18-9N	B1-27-9N
13N	A1-18-8N	A1-18-14N
14N	A1-18-13N	A1-18-15N
15N	A1-18-14N	B1-27-7N
end

kort	A1-19	0209-1	MA B flip-flop
1	-31.5V		x		# Fra spec loddeterminal
2	A1-18-8		x
3			x
4	H1-EE
5
6	H1-FF
8	A1-20-1		x
9	A1-22-13N	x
10	A1-20-4N
12	A1-25-15N	x
13	A1-23-14
14	A1-19-10N
1N	A1-13-1N	x
2N	A1-18-15	x
4N	A1-22-10
6N	A1-23-15
8N			x
9N	A1-13-12	A1-20-7N
10N	A1-19-14	B1-30-10N
11N	A1-18-5		x
12N	A1-18-6N	x
13N	A1-18-7N	x
14N	A1-18-12	x
15N	A1-18-1		x
end

kort	A1-20	0209-1	MA B flip-flop
1	A1-19-8		x
2			x
3			x
4	H1-HH
6	H1-JJ
8			x
9			x
10	A1-21-4N
12			x
13	A1-23-12
14	A1-20-10N
1N			x
2N			x
4N	A1-19-10
6N	A1-23-13
7N	A1-19-9N	x
8N	STEL		x
10N	A1-20-14
11N			x
12N			x
13N			x
14N			x
15N			x
end

kort	A1-21	0209-1	MA B flip-flop
1			x
2			x
3			x
4	H1-KK
6	H1-LL
8			x
9			x
10	A1-22-4N
12			x
13	A1-23-10
14	A1-21-10N
1N			x
2N			x
4N	A1-20-10
6N	A1-23-11
7N			x
8N			x
10N	A1-21-14
11N			x
12N			x
13N			x
14N			x
15N			x
end

kort	A1-22	0209-1	MA B flip-flop
1			x
2			x
3	+4.5V		x
4	H1-MM
6	H1-NN
8			x
9	A1-24-5N	x
10	A1-19-4N
12	A1-22-7N	x
13	A1-23-8
14	A1-22-10N
1N	A1-25-10	x
2N	A1-24-6N	x
4N	A1-21-10
6N	A1-23-9
7N	A1-22-12	x
8N			x
10N	A1-22-14
11N			x
12N	A1-24-4		x
13N	A1-19-9		x
14N	A1-24-7		x
15N	A1-25-15	x
end

kort	A1-23	DM160	Lampeplade
1	A1-1-1	A1-23-1N	# 1V~ glød DM
2	A1-1-2	A1-23-2N	# +50V anode
3	A1-1-3	A1-23-3N	# 1V~ glød DM
4	C6-5-6N			# b
5	C6-5-13			# c
6	A1-25-6N	A1-23-7	# -3 volt
7	A1-23-6	A1-13-2N	# -3 volt
8	A1-22-13		# MAB 1
9	A1-22-6N		# MAB 2
10	A1-21-13		# MAB 3
11	A1-21-6N		# MAB 4
12	A1-20-13		# MAB 5
13	A1-20-6N		# MAB 6
14	A1-19-13		# MAB 7
15	A1-19-6N		# MAB 8
1N	1V-AC-A	A1-23-1		# 1V~ glød DM
2N	+50V	A1-23-2		# +50V anode
3N	1V-AC-B	A1-23-3		# 1V~ glød DM
# 4N	A4-24-15N		# SUB ~0V Add ~-7.5V
5N	C3-25-5			# TL Tromle Ledig
6N	C3-6-5			# TBA 0
7N	C3-7-5			# TBA 1
8N	C3-8-5			# TBA 2
9N	C3-9-5			# TBA 3
10N	C3-10-5			# TBA 4
11N	C3-11-5			# TBA 5
12N	C3-12-5			# TBA 6
13N	C3-13-5			# TBA 7
14N	C3-14-5			# TBA 8
15N	C3-15-5			# TBA 9
end

kort	A1-24	0261-1	Klipper, SL" og Gs stop B bagkant
1	B1-30-3N
2	B1-30-4N
4	A1-24-12N	A1-22-12N
5	C6-21-6
6	-31.5V
7	A1-25-1		A1-22-14N
8	A5-2-5
9	STEL
10	KB12-HH		KB5-M
14	C2-4-13
2N	A1-25-14N
3N	A1-25-10N
5N	A1-25-7N	A1-22-9
6N	A1-25-5N	A1-22-2N
7N	A1-25-11N
10N	B1-28-3
12N	A1-25-8N	A1-24-4
13N	B1-26-13
